ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,,,
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,,,
ham,I have no money 4 steve mate! !,,,
ham,IM LATE TELLMISS IM ON MY WAY,,,
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,,,
ham,Normally i use to drink more water daily:),,,
ham,Dare i ask... Any luck with sorting out the car?,,,
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",,,
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",,,
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,,,
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,,,
ham,I've been trying to reach him without success,,,
ham,when you and derek done with class?,,,
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,,,
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,,,
ham,Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,,,
ham,Hope you are having a good week. Just checking in,,,
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",,,
ham,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",,,
ham,Great. Have a safe trip. Dont panic surrender all.,,,
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",,,
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,,,
ham,Try to do something dear. You read something for exams,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,Gettin rdy to ship comp,,,
ham,I am in hospital da. . I will return home in evening,,,
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),,,
ham,Think + da. You wil do.,,,
ham,I'm awake oh. What's up.,,,
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,,,
ham,How much u trying to get?,,,
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",,,
ham,Tell me again what your address is,,,
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",,,
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,,,
ham,But you were together so you should be thinkin about him,,,
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,,,
ham,At WHAT TIME should i come tomorrow,,,
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,,,
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE,"PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \""""",,
ham,Omg how did u know what I ate?,,,
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",,,
ham,:( but your not here....,,,
ham,Not directly behind... Abt 4 rows behind Ì_...,,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",,,
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",,,
ham,No plans yet. What are you doing ?,,,
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,,,
ham,Not course. Only maths one day one chapter with in one month we can finish.,,,
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),,,
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,,,
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,,,
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",,,
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",,,
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),,,
ham,Have you not finished work yet or something?,,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,,,
ham,Right it wasnt you who phoned it was someone with a number like yours!,,,
ham,It's ok i wun b angry. Msg u aft i come home tonight.,,,
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,,,
ham,Yo sorry was in the shower sup,,,
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",,,
ham,Full heat pa:-) i have applyed oil pa.,,,
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,,,
ham,Have you laid your airtel line to rest?,,,
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,,,
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,,,
ham,\Hey j! r u feeling any better," hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx\""""",,
ham,And I don't plan on staying the night but I prolly won't be back til late,,,
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,,,
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",,,
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",,,
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,,,
ham,We live in the next  &lt;#&gt; mins,,,
ham,Y de asking like this.,,,
ham,Just glad to be talking to you.,,,
ham,Wat time Ì_ finish?,,,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,How much you got for cleaning,,,
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,,,
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,,,
ham,ÌÏ called dad oredi...,,,
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,,,
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,,,
ham,"Sorry, I'll call later In meeting.",,,
ham,THIS IS A LONG FUCKIN SHOWR,,,
ham,"Received, understood n acted upon!",,,
ham,They finally came to fix the ceiling.,,,
ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",,,
ham,Jus finish blowing my hair. U finish dinner already?,,,
ham,I'm on the bus. Love you,,,
ham,Lol ... I knew that .... I saw him in the dollar store,,,
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,,,
ham,Only saturday and sunday holiday so its very difficult:),,,
ham,Everybody had fun this evening. Miss you.,,,
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",,,
ham,"I'm in a meeting, call me later at",,,
ham,Oh wow thats gay. Will firmware update help,,,
ham,These won't do. Have to move on to morphine,,,
ham,How come i din c Ì_... Yup i cut my hair...,,,
ham,K k pa Had your lunch aha.,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),,,
ham,Of course. I guess god's just got me on hold right now.,,,
ham,Do you hide anythiing or keeping distance from me,,,
ham,Havent.,,,
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,,,
ham,Sorry i din lock my keypad.,,,
ham,Did u got that persons story,,,
ham,Are you planning to come chennai?,,,
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,,,
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,,,
ham,We are okay. Going to sleep now. Later,,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,,,
ham,Where r e meeting tmr?,,,
ham,Lol yes. But it will add some spice to your day.,,,
ham,Hope you are having a great day.,,,
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,,,
ham,"K, I'll work something out",,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,You call him and tell now infront of them. Call him now.,,,
ham,Ok no prob...,,,
ham,Ladies first and genus second k .,,,
ham,No. Yes please. Been swimming?,,,
ham,Mum not going robinson already.,,,
ham,Ok set let u noe e details later...,,,
ham,Not..tel software name..,,,
ham,I send the print  outs da.,,,
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,,,
ham,"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born", GOD said," \""OH No! COMPETITION\"". Who knew"," one day these two will become FREINDS FOREVER!"""
ham,"I didnt get ur full msg..sometext is missing, send it again",,,
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",,,
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,,,
ham,I'm leaving my house now.,,,
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",,,
